Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Valerie Jones,45,Female,2.965378391777262,106,68,100,88,False,Low
Elizabeth Jackson,31,Male,6.422894761497794,111,69,96,70,True,High
Christopher Oneal,32,Female,5.906929327852117,135,92,54,65,True,High
David Richardson,37,Female,3.071121186878987,146,51,67,92,True,Low
Daniel Harris,38,Male,3.854174054042261,98,70,40,64,False,Low
Samantha Clements,27,Female,5.0544758877146085,100,47,56,76,False,High
Tyrone Hunter,29,Female,4.2747268855849185,143,78,72,55,True,Low
Eric Wright,39,Male,3.2764061448818227,146,53,95,67,False,Low
Candice Moore,28,Male,5.769811738445201,147,70,48,48,False,High
Francisco Salazar,19,Male,2.1125443193981175,108,80,52,84,True,Low
Lauren Shepherd,18,Female,1.5250503084155935,104,46,84,41,True,Low
Benjamin Johnson DDS,37,Female,6.957917580744439,106,40,45,86,False,High
Philip Buckley,41,Female,5.457150625014246,91,72,59,51,False,High
Jonathan Howard,18,Female,3.7554084102659524,150,60,62,89,False,Low
Robert Rodriguez,20,Male,6.428407435082208,122,59,49,91,False,High
Caleb Valdez,44,Female,1.6694772058990208,84,53,73,53,True,Low
Vicki Brown,32,Female,3.287883379561232,129,48,92,44,True,Low
David Curtis,35,Female,5.4200947201935445,95,94,65,92,True,High
Jo Clark,41,Male,7.32671750730797,96,66,61,52,False,High
Russell Johnson,21,Male,2.0356400609758936,97,100,85,75,True,Low
Sylvia Garcia DDS,19,Male,1.487998849719111,85,76,43,68,True,Low
Samuel Norman,31,Female,5.56556591537337,102,94,56,77,True,High
David Payne,18,Male,2.3738814199247495,104,62,58,42,True,Low
Michael Mendez,33,Male,6.1202657146144075,100,64,77,65,False,High
Heather Cortez,28,Male,7.377370673222687,145,55,65,89,False,High
Samuel Smith,27,Female,4.44003902138551,81,65,58,41,False,Low
Jennifer Anderson,33,Male,1.3236338059468986,136,48,57,42,False,Low
John Curtis,21,Female,4.634848266404345,138,72,83,42,True,Low
Melissa Willis,29,Male,7.279659011017131,118,45,62,56,False,High
Kenneth Lee,29,Female,3.9919395493006635,91,69,94,55,True,Low
Diana Crawford,38,Male,7.065122487425504,122,91,54,45,False,High
Lori Yang,33,Male,9.122022651636895,150,86,97,48,True,High
Jennifer Lindsey,44,Female,4.092888984053632,87,77,90,56,True,Low
Drew Johnson,27,Female,1.0249506836048483,117,83,87,73,False,Low
Heather Farrell,31,Female,9.16925204596596,148,89,50,81,True,High
Stefanie Haley,40,Female,9.595472971901597,100,45,99,84,True,High
Judy Long,23,Female,9.663558887000276,126,100,47,87,False,High
Jason James,22,Male,6.212274474961186,138,40,71,75,False,High
Robert Chang,25,Female,9.667889802718065,139,53,76,50,False,High
Summer Ford,29,Male,2.3885435064459184,125,99,56,78,True,Low
Kara Scott,31,Female,8.03865774812192,103,86,66,100,False,High
David Ramirez,43,Female,3.8811997071108495,84,79,40,97,True,Low
Matthew Baker,21,Male,5.9796802599413885,97,52,100,68,True,High
Kim Rich,22,Female,3.9555195826782654,115,50,81,89,True,Low
Michelle Vaughn,29,Female,2.536747904405147,145,52,49,80,True,Low
Mindy Benson,29,Female,2.244270208497727,121,53,63,61,False,Low
Theresa Garner,33,Female,7.892359158857699,94,90,87,55,True,High
Lisa Hogan,39,Female,9.644454255777179,87,50,48,90,False,High
Benjamin Barnes,42,Female,3.4204786481467155,149,58,42,47,True,Low
Cynthia Villarreal,22,Female,6.113416221921189,130,40,94,64,True,High
Eddie Sparks,22,Female,3.9884690704588697,123,47,77,70,True,Low
Brandon Harris,34,Male,9.407700478650698,99,99,45,84,True,High
Stacey Brown,43,Female,3.1164628409338775,96,82,87,91,False,Low
Anthony Hartman,35,Female,9.024505989081568,119,48,64,63,True,High
Nicolas Townsend,20,Female,3.1333234956197966,93,51,75,77,False,Low
Kelsey Collins,18,Female,2.682758800356904,112,46,90,97,True,Low
Robert Snyder,35,Female,6.348460210477755,114,44,76,53,True,High
Amy Terry,41,Female,2.5304801669846246,85,53,66,47,True,Low
Allison Hernandez,28,Male,8.516856291741925,80,92,49,76,False,High
Shane Williams,30,Female,8.206924339461796,110,63,95,78,False,High
Joshua Grant,34,Male,8.563722920564825,94,98,51,73,True,High
Lawrence Brown,25,Male,3.9471964735556764,123,77,100,43,True,Low
Leroy Richardson,35,Female,2.063202607362313,87,40,95,81,False,Low
Diana Anderson,22,Female,6.362089793866618,89,46,77,97,False,High
William Roberts,38,Male,2.228561010973723,104,58,86,46,False,Low
Amy Jacobs,35,Female,3.326132283722476,97,95,92,68,True,Low
Mrs. Lisa Johnson,41,Female,8.563144638183626,107,84,62,42,False,High
Taylor Jones,37,Female,2.5205504304306197,137,93,64,77,True,Low
Julie Simmons,44,Female,6.573221999002021,134,94,69,64,False,High
Jesus Potter,27,Male,9.999924808163756,139,58,66,78,True,High
Desiree Mason DDS,31,Male,7.975089656085397,132,85,91,89,True,High
Robert Chavez,36,Male,9.01471724653516,133,49,60,96,False,High
Brandon Blair,41,Male,5.339798839609345,80,51,73,67,True,High
Mariah Walters,27,Female,7.355205731666556,142,74,100,59,False,High
Mr. Shawn Thompson DDS,38,Female,1.570375005376261,125,100,62,42,True,Low
Carolyn Garcia,22,Female,4.662852205004867,125,65,42,91,True,Low
Erika Chavez,27,Female,8.26244097671253,104,100,96,87,False,High
Tammy Whitehead,34,Female,8.651175794229266,141,46,58,61,False,High
Matthew Griffin,21,Female,8.830612774709591,95,83,84,58,True,High
Ricky Osborne,41,Female,8.381336059165953,93,79,98,70,False,High
Christopher Rodriguez,42,Female,4.6378949482614,105,48,91,82,False,Low
Abigail Smith,28,Male,9.498079236601168,131,75,42,66,True,High
Emily Reid,23,Male,8.360960418438424,97,53,94,45,True,High
George Barr,31,Female,6.810819776471524,130,56,62,47,True,High
Gregory Wright,26,Male,9.649946241364152,128,50,99,100,False,High
Hannah Baker,37,Male,4.430833490957133,130,60,65,54,False,Low
Stephanie Gibbs,30,Female,4.897342314411755,126,64,95,62,True,Low
Logan Barber,45,Male,6.387350710547686,82,48,82,48,False,High
Tonya Clark,29,Female,5.215055376276486,126,92,85,62,False,High
Laura Jimenez,26,Male,3.2171388128112124,98,82,98,91,True,Low
Troy Blackburn,41,Male,8.234278060433496,114,90,53,46,False,High
Angela Sanders,39,Male,3.7655763740659665,140,43,49,63,True,Low
Christine Leonard,28,Female,7.157600758736271,150,63,47,57,False,High
Leonard Smith,18,Male,4.937439364962123,114,96,57,78,True,Low
Amy Mann,35,Female,6.582404710077046,97,60,84,94,False,High
John Nielsen,42,Female,1.815188874223416,121,48,79,92,False,Low
Erica Brewer,23,Female,6.822597215246104,87,58,43,84,True,High
Daniel Duffy,40,Male,5.823330616111078,88,75,83,96,False,High
Daniel Hutchinson,18,Female,1.5723311687146455,113,49,56,51,True,Low
David Nelson DDS,28,Female,3.468295673108435,90,92,62,74,True,Low
Karina Mcintosh,30,Male,2.401994574654397,92,77,48,41,True,Low
Jeremiah Patterson,44,Male,6.420362625700354,101,88,99,79,True,High
Elizabeth Clark,36,Female,9.298203911033069,89,59,50,41,False,High
Andrew Ali,38,Male,4.119397141087747,87,43,55,72,True,Low
Jennifer Edwards,39,Female,7.057950507929345,97,40,45,57,True,High
Jillian Benjamin,37,Female,4.341568125422416,96,76,76,83,True,Low
Ryan Lawson,24,Female,1.9828890326121895,109,99,56,54,True,Low
Anthony Harris,36,Female,3.6356312649479605,107,100,100,70,True,Low
Sarah Smith,30,Female,7.624912569178964,80,53,96,97,False,High
Alice Carter,27,Male,9.277222639490683,132,46,92,80,False,High
Darrell Henderson DDS,28,Female,4.741325604964203,81,51,66,70,True,Low
Amber Wood,41,Male,8.841157906801918,107,86,78,86,False,High
Alexander Howard,19,Female,6.181066256073224,92,66,60,43,False,High
Joshua Parrish,45,Male,2.474425945769543,84,65,43,100,True,Low
Thomas Evans,29,Female,7.389164413561692,120,80,97,53,True,High
Becky Ellis,26,Female,5.622071462844041,92,88,41,80,True,High
Mr. Brady Smith,25,Male,9.696402743244526,106,46,85,81,True,High
Gina Chandler,36,Female,5.49725271417632,92,97,60,55,True,High
Andrew Smith,38,Female,8.961202126178296,89,72,55,50,True,High
Megan Alvarez,30,Female,5.912622255246644,133,98,67,44,False,High
Danny Flores DDS,27,Male,7.190137128406456,131,41,88,89,True,High
Samuel Phelps,30,Male,3.933126425168445,136,76,60,73,True,Low
Dawn Fowler,21,Male,9.425550434632617,107,47,78,63,False,High
Kathleen Harvey,21,Male,6.303217650891687,121,57,86,91,False,High
Kimberly Goodwin,32,Female,9.828386215925157,86,67,65,69,False,High
John Stone,28,Male,7.0718847317052616,137,64,99,61,False,High
Aaron Carrillo,33,Male,8.59911878586282,103,86,52,87,False,High
Linda Montgomery,37,Female,6.180468527727021,118,78,82,83,True,High
Joseph Maldonado,31,Male,4.136281400682442,150,66,88,57,True,Low
Jeremiah Cantu,36,Female,8.830894389105586,103,87,82,63,False,High
George Smith,32,Male,6.704605062151472,132,45,100,52,True,High
Michael Young,44,Female,7.574370231171527,116,64,71,74,False,High
Matthew Martinez,33,Female,6.91827922179165,143,81,75,90,True,High
Cynthia Davis,44,Male,1.7455002216429079,140,74,82,84,False,Low
Renee Williams,41,Male,2.302114952717104,112,78,47,42,False,Low
Joshua Martinez,32,Female,7.269696061466355,97,66,55,79,True,High
Michael Price,35,Male,5.650765330431059,104,83,100,90,False,High
David Cruz,18,Female,1.0286662086871723,87,99,59,75,False,Low
Amy Petty,24,Female,5.304691366239696,123,41,63,99,True,High
David Wright,20,Female,8.05394111365517,104,74,47,50,False,High
Jeremy Carr,40,Male,5.119728502984071,113,81,72,95,False,High
Elizabeth Palmer,43,Female,6.725632217662526,100,75,51,47,False,High
Mary Hatfield,41,Female,7.938441851440468,133,75,59,91,False,High
Shannon Wagner,43,Female,5.54276527911977,80,79,71,65,False,High
Jeffrey Brown,21,Female,3.6603986496280223,130,75,88,96,True,Low
Jason Park,37,Female,9.268164527039499,98,92,74,43,True,High
Thomas Garza,28,Female,2.3172812192965955,124,56,70,92,True,Low
Hannah Wood,29,Male,8.04313252269443,123,78,88,67,True,High
Joseph Terrell,25,Male,3.0853517083189357,85,91,40,82,False,Low
Hannah Taylor,39,Male,9.41709352164677,88,88,99,55,False,High
Cheryl Carr,25,Male,1.6430236429597147,145,50,87,75,False,Low
Marc Jackson,30,Male,5.834953720373403,88,41,56,45,True,High
Stefanie Bell,33,Male,6.558764427581833,100,83,41,54,True,High
Kevin Larson,29,Female,1.8342856346315732,119,54,75,77,False,Low
David Reeves,37,Male,9.335444713574121,134,41,63,72,False,High
Tanya Hill,38,Female,8.490715337833937,89,63,87,45,True,High
Miguel Rogers,39,Male,8.437741041579223,145,98,49,70,True,High
Penny Fischer,40,Female,9.297569224320934,107,59,74,65,True,High
Adam Wiley,36,Male,2.1758365184153416,105,60,84,99,False,Low
Jeffrey Cabrera,29,Male,1.24119089984975,95,48,50,82,False,Low
Veronica Cook,42,Male,7.675489693105429,138,99,45,47,True,High
Jennifer Gonzalez,45,Female,6.3473969830566705,131,57,67,61,False,High
Carlos Wall,22,Male,9.233841914668199,106,76,57,55,True,High
Tanya Smith,45,Male,4.876469946720198,94,43,77,59,True,Low
Bobby Dunlap,29,Male,6.8473133207251005,120,92,58,69,True,High
Walter Hill,34,Female,6.543026718192823,137,76,96,76,True,High
Joseph Taylor,19,Male,8.091322408320725,88,65,84,55,True,High
Omar Watts,36,Female,6.473064354164523,126,53,65,87,True,High
Kristy Freeman,45,Male,4.8776422351124635,114,52,59,92,False,Low
Paul Lambert,38,Male,2.7245423382599054,80,69,90,59,False,Low
Yesenia Walter,20,Male,7.559254236901667,123,78,59,53,True,High
James Baker,23,Male,4.8803812391450165,95,81,41,47,False,Low
Marc Wallace,33,Female,6.697330992711253,87,88,91,73,False,High
Nicholas Davis,35,Male,8.020029655039014,143,64,77,90,False,High
Cynthia Boyd,40,Female,8.351941836244302,122,58,45,78,True,High
Kelly Callahan,30,Female,6.22617101531645,134,67,50,98,False,High
Christopher Johnston,34,Female,5.780821323755387,146,98,85,88,False,High
Karen Warren,21,Female,9.265840556982079,118,41,72,79,False,High
George Roy,40,Male,9.343482102069348,111,64,88,91,False,High
Kevin King,26,Male,2.580891870662637,134,64,88,52,True,Low
Monique Solis,30,Male,2.405086451828207,143,93,41,47,True,Low
Melissa Chapman,38,Female,7.417042673034884,123,75,43,88,False,High
Benjamin Smith,36,Male,8.722863839820283,87,77,81,70,True,High
Brianna Buchanan,45,Female,7.307481778588143,102,41,79,51,False,High
Zachary Spence,37,Male,1.4617176670624752,115,84,55,71,True,Low
David Moreno,42,Female,7.637376121830885,89,64,90,63,True,High
James Martinez,40,Male,9.424813947716954,81,46,82,71,True,High
Darryl Rodriguez,18,Male,5.35222086956761,95,45,73,82,False,High
Michael Morris,36,Female,4.674942483755867,91,90,44,72,False,Low
Ruth Moran,45,Male,1.8718935051603605,130,79,71,65,False,Low
Madison Moody,45,Female,4.447618675407506,115,73,76,65,True,Low
Kristen Prince,33,Male,8.77817912714035,142,91,90,51,True,High
Victoria Sanchez,28,Male,9.690113227670242,98,85,96,59,True,High
Erica Flores,40,Male,8.454403406347852,112,58,49,49,True,High
Christopher Mora,41,Female,1.290792381282188,85,54,57,74,False,Low
Dr. Laura Costa,19,Male,5.5071878121740445,136,42,93,81,False,High
Curtis Brown,26,Male,4.59339079342511,130,90,40,63,False,Low
Rebekah Jordan,36,Female,4.438074870873923,137,71,100,72,True,Low
Ms. Julie Adams,38,Female,2.261087051616762,121,77,62,55,False,Low
Sierra Mccormick,42,Male,5.38082589751086,99,76,65,40,True,High
Mary Russo,29,Male,4.417905227268312,148,79,45,92,True,Low
Lori Alvarez,40,Female,8.020413339539974,111,92,53,80,True,High
Taylor Hanson,42,Female,3.3309498570703338,141,90,86,46,True,Low
Melvin Nichols,24,Male,1.4725056694977523,137,65,83,41,True,Low
William Garrett,23,Male,8.682430266318995,132,87,81,79,False,High
Amber Richardson,21,Male,8.042180458208403,87,54,45,47,True,High
Leonard Hunter,37,Male,5.9587044625896395,110,51,40,57,False,High
Justin Gomez,39,Male,5.079318525484601,113,94,74,75,True,High
Janet Mosley,34,Male,3.356284402339334,86,77,58,54,False,Low
Lisa Brown,43,Male,5.094415460004086,102,87,59,84,False,High
Steven Rogers,40,Female,7.058814125658114,123,98,81,52,True,High
Ryan Davis,34,Male,9.992323645591528,133,91,54,54,False,High
Tina Williams,26,Male,5.116968951424915,89,41,51,90,True,High
Jennifer Hughes,30,Male,5.184472850082965,130,83,73,84,False,High
Jody Chapman,23,Female,1.7634517623275674,149,74,98,90,False,Low
Adam Tucker,22,Female,5.617909087352972,93,90,59,60,False,High
John Carr,38,Male,5.43124543633264,91,96,77,90,True,High
Jose Miller,43,Male,9.498621089471108,139,88,90,78,True,High
Theresa Miller,42,Male,2.735060613746005,111,44,69,56,True,Low
Kiara Cannon,22,Female,6.326826182197612,90,73,84,50,True,High
Brianna Browning,29,Female,1.8668947564137457,121,70,41,78,True,Low
Stephen Jackson,44,Male,5.563842721660337,103,91,96,71,True,High
Alejandra Harrell,22,Male,6.743001144184681,90,94,52,87,True,High
Steven Cooper,44,Female,7.406919324378684,148,65,52,65,False,High
Mia Mcneil,40,Male,3.0985168078861185,102,44,78,50,True,Low
Arthur Leon,22,Female,1.3385690236064258,89,64,85,40,False,Low
Jill Mccoy,42,Male,3.7732242273123457,93,40,71,85,True,Low
Peter Jones,39,Female,8.936058570482903,87,41,83,87,True,High
Scott Gonzales,34,Male,5.481173279465949,99,68,90,90,True,High
Wendy Jacobs MD,29,Female,3.2674677839168624,123,69,72,45,True,Low
Bill Braun,23,Female,9.303319430483171,150,46,96,100,False,High
Taylor Jarvis,41,Male,6.412447533580612,89,55,84,40,True,High
Debbie Watson,35,Male,9.854851172401926,125,75,90,57,True,High
Carly Shea,45,Female,5.386699813145287,147,42,78,90,True,High
Jacob Estrada,37,Male,9.367822988027642,105,40,47,83,False,High
Jordan Robertson,30,Female,3.7124410939126147,106,67,71,80,True,Low
Shannon Turner,27,Female,2.623273970272032,122,49,89,41,True,Low
Angelica Walker,27,Male,9.190755943083518,132,89,96,49,False,High
Gabriel Stevens,37,Male,2.4384887443360244,95,56,77,49,False,Low
Karen Jones,41,Male,4.014244351508465,93,75,88,91,False,Low
Matthew Smith,28,Female,8.66798176086843,130,84,93,82,False,High
Erica Chan,39,Male,1.506388957371989,129,56,87,58,False,Low
Jason Woods,44,Female,4.274373967496099,98,60,86,91,True,Low
Jill Ramirez,19,Male,6.53204376022884,97,49,49,50,False,High
Greg Woods,43,Male,5.47295103624923,120,45,95,100,False,High
James Zavala PhD,33,Female,3.656176453460377,133,78,68,61,True,Low
Jennifer Garcia,30,Female,9.934354498479173,120,49,77,62,True,High
Angel Yoder,40,Male,5.665999646334107,115,56,67,58,True,High
Sarah Richardson,26,Male,8.024154242073172,121,56,75,100,False,High
Rebecca Woodard,34,Female,3.496801816289624,140,41,52,42,True,Low
Christopher Moreno,43,Female,6.043806278402976,93,82,48,79,True,High
Charles Ward MD,19,Female,1.071790204599668,138,61,78,43,False,Low
Kimberly Morse,28,Male,1.4368339083367163,137,53,82,90,True,Low
Jessica Ferguson,18,Male,6.171633286656096,129,47,76,68,False,High
Elizabeth Conrad,25,Female,4.727952164565506,108,46,79,66,True,Low
Christopher Nguyen,37,Female,9.039676797128994,130,92,70,44,False,High
Rodney Rodriguez,30,Female,6.184955005869671,107,81,90,88,True,High
Kayla Cain,32,Female,9.233490368349518,82,83,54,74,True,High
Heather Wilson,34,Male,8.557199428740333,104,60,48,64,False,High
Daniel Spencer,41,Male,1.8474015730248392,87,49,77,79,False,Low
Taylor Bonilla,27,Male,9.781134611297398,111,57,64,47,True,High
David Gomez,43,Female,1.1166269326999738,112,83,80,78,True,Low
Teresa Smith,23,Male,1.0880986552857357,119,87,51,40,False,Low
Erik Gibson,43,Female,1.4418459701283646,81,97,53,93,False,Low
Sandra Keller,21,Female,2.221982980777166,123,97,92,73,True,Low
Lydia Adams,27,Male,2.841367233002333,142,45,72,99,True,Low
Jessica Jones,34,Male,6.092062433176951,138,63,92,42,False,High
Christopher Roy,37,Female,1.8376446033672944,131,85,62,69,True,Low
Troy Koch,31,Male,3.11833177429464,120,72,82,41,False,Low
Abigail Kelley,18,Female,1.538605677748103,119,87,97,89,False,Low
Wendy Blackwell,19,Male,3.926143818825363,108,41,72,46,True,Low
Jeffery Walsh,34,Female,8.701189648779607,128,57,58,56,False,High
Brenda Tapia,23,Female,2.49183925448699,81,75,52,82,False,Low
Jamie Matthews,42,Female,2.896982954006588,149,42,43,40,False,Low
Barbara Cox,21,Male,5.673213981127772,106,74,65,75,True,High
Kevin Estes,40,Male,3.354896661385243,117,100,45,77,False,Low
Jennifer Murphy,22,Female,2.7661563357108965,104,92,75,82,False,Low
Benjamin Kline,40,Male,3.2215971114904893,80,94,88,91,False,Low
Nicole Walsh,38,Female,3.486150337552607,115,88,42,61,False,Low
Kelli Lewis,18,Female,9.911909134598512,134,42,100,50,False,High
